"company_name","website","industry","Enrich Company","Name","Website","Employee Count","Size","Description","Industry","Url","Type","Country","Founded","Locality","Address - Locations","Last Refresh","Follower Count"
"Castelion","https://www.castelion.com/","Defense","Castelion","Castelion","https://castelion.com",144,"51-200 employees","Forging the future of hypersonic strike weapons through Modern Defense Production","Defense and Space Manufacturing","https://www.linkedin.com/company/castelion","Privately Held","US","2022","Torrance, CA","Torrance, CA, US","2026-02-03T16:55:19.513Z",35992
"Cambium","https://cambium-usa.com/","Defense","Cambium","Cambium","http://www.cambium-usa.com",56,"51-200 employees","Cambium is a leader in advanced material innovation for high-performance sectors, redefining how materials are discovered and delivered. Our proprietary materials platform combines Al-driven molecular design with state-of-the-art chemistry, materials science, biology, and manufacturing capabilities. Our fully owned SHD Advanced Composites business operates five rapid-response manufacturing facilities across the U.S., U.K., and EU. This unique vertical integration of customer-led rapid innovation and rapid manufacturing allows us to move customers from concept to full-scale qualified production with exceptional speed. Our 200+ team proudly serves hundreds of customers across the aerospace, defense, energy, motorsport, marine and other high-performance industries, providing a unique materials development and manufacturing capability to accelerate their development cycles. Please visit cambium-usa.com.","Defense and Space Manufacturing","https://www.linkedin.com/company/cambium-bio","Privately Held","US","2019","El Segundo, Los Angeles, CA","El Segundo, Los Angeles, CA, US","2026-02-03T12:30:38.016Z",6917
"Kratos Defense","https://www.kratosdefense.com/","Defense","Kratos Defense and Security Solutions","Kratos Defense and Security Solutions","http://www.KratosDefense.com",2806,"1,001-5,000 employees","At Kratos, we deliver affordable, disruptive technologies that enable real-world readiness for national security. Our solutions span unmanned systems, hypersonics, satellite communications, space, cyber, propulsion, and microwave solutions—supporting U.S. and allied defense missions across every domain.

We design, manufacture, and field innovative systems at the speed of relevance for the warfighter and to address the threat—from high-performance tactical drones and autonomous trucks to resilient satellite networks and hypersonic capabilities. With a workforce rooted in mission expertise and rapid development, Kratos helps customers outpace emerging threats with agility and confidence.

Explore our solutions. Partner with our teams.

Readiness Delivered.","Defense and Space Manufacturing","https://www.linkedin.com/company/kratos-defense-and-security-solutions","Public Company","US",,"San Diego, California","10680 Treena St, 6th Floor, San Diego, California 92131, US","2026-02-03T12:51:12.577Z",77254
"Hermeus","https://www.hermeus.com/","Defense","Hermeus","Hermeus","http://www.hermeus.com",277,"201-500 employees","Hermeus is a high-speed aircraft manufacturer focused on the rapid design, build, and test of high-Mach and hypersonic aircraft for the national interest. Working directly with the Department of Defense, Hermeus delivers capabilities that will ensure that our nation, and our allies, maintain an asymmetric advantage over any and all potential adversaries. 

Utilizing an integrated, hardware-rich, iterative development approach to aircraft design and build, Hermeus aims to deliver advanced air power at a pace not seen in the U.S. since the 1950s. Hermeus’ current Quarterhorse Program is actively unlocking unmanned high-speed flight. One program, four aircraft – each purpose-built to unlock a specific technical challenge, advance learnings, and incrementally de-risk critical technology in the pursuit of hypersonic aircraft. 

America needs fast planes fast – and Hermeus is delivering them.","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/hermeus","Privately Held","US","2018","Atlanta, Georgia","3960 Dekalb Technology Pkwy, Atlanta, Georgia 30340, US","2026-02-03T16:24:22.753Z",103152
"Dynetics","https://www.leidos.com/","Defense","Leidos","Leidos","https://www.leidos.com",36062,"10,001+ employees","Leidos is a Fortune 500 innovation company rapidly addressing the world’s most vexing challenges in national security and health. The company's global workforce of 48,000 collaborates to create smarter technology solutions for customers in heavily regulated industries. Headquartered in Reston, Virginia, Leidos reported annual revenues of approximately $15.4 billion for the fiscal year ended December 29, 2023.

Leidos was cited for the meaningful work employees perform that is challenging, impactful, and aligned with our customers’ missions as reasons professionals want to work and stay at our company. Leidos has also been named to lists including Forbes’ Best Employers for Diversity, Forbes’ America’s Best Employers for Women, Military Times Best for Vets Employers, and Ethisphere Institute’s World's Most Ethical Companies.

Employees enjoy career enrichment opportunities available through mobility and development and experience rewarding relationships with supportive supervisors and talented colleagues and customers. Employees appreciate our flexible work environment, allowing for and encouraging a true work-life balance. Our professionals are also excited about our Employee Resource Groups, like the Collaborative Outreach with Remote and Embedded Employees (CORE), which strives to create an environment where every employee, regardless of location, feels fully engaged as a valued employee of Leidos.  

Your most important work is ahead, visit careers.leidos.com for our latest opportunities.","Defense and Space Manufacturing","https://www.linkedin.com/company/leidos","Public Company","US","1969","Reston, Virginia","1750 Presidents St, Reston, Virginia 20190, US","2026-02-03T17:02:10.411Z",527202
"Anduril Industries","https://www.anduril.com/","Defense","Anduril Industries","Anduril Industries","http://www.anduril.com",6917,"1,001-5,000 employees","Anduril is not a traditional defense contractor. We are shaping the future of defense, transforming US & allied military capabilities with advanced technology. 

We emphasize speed and results and control our products from start to finish, including funding R&D to selling finished products off the shelf. Today, Anduril is in a rapid growth phase, deploying technology in diverse locations and developing path-making products that will change defense forever. 

We believe that everyone at Anduril can be a catalyst. Your perspective can change lives, and we want to help you make your mark. Our team includes thinkers and doers working interdependently. We bring the brightest minds and best-in-class talent together with veterans who have lived the problems of our warfighters.

If you like building quickly and seeing your work deployed in the real world, we want you at Anduril. With offices in Orange County, Washington DC, Seattle, Boston, Atlanta, London, and Sydney, our reach is wide. 

Check out our careers page at https://www.anduril.com/careers or send us an email at careers@anduril.com.","Defense and Space Manufacturing","https://www.linkedin.com/company/anduril","Privately Held","US",,"Orange County, CA","Orange County, CA, US","2026-02-03T14:33:42.991Z",470951
"X-Bow Systems","https://www.xbowsystems.com/","Defense","X-Bow Systems","X-Bow Systems","http://www.xbowsystems.com",266,"201-500 employees","X-Bow Systems (“X-Bow”) is an American startup defense technology company. Our solid rocket motor manufacturing technology, combined with our sub-orbital launch and modular boost platforms, make us a disruptive supplier to the defense and national security industries.

Read our Press Releases on the Newsroom section of the website.","Defense and Space Manufacturing","https://www.linkedin.com/company/xbowsystems","Privately Held","US","2016","Albuquerque, New Mexico","Albuquerque, New Mexico, US","2026-01-30T06:22:52.701Z",11638
"Ursa Major","https://ursamajor.com/","Defense","Ursa Major","Ursa Major","ursamajor.com",449,"201-500 employees","Powering the future of defense and aerospace: high-performing, American-built propulsion and defense systems to support U.S. superiority across all domains.","Defense and Space Manufacturing","https://www.linkedin.com/company/ursamajortech","Privately Held","US","2015","Berthoud, Colorado","19750 County Road 7, Berthoud, Colorado 80513, US","2026-02-03T13:06:12.899Z",53406
"Stratolaunch","https://www.stratolaunch.com/","Defense","Stratolaunch","Stratolaunch","http://stratolaunch.com",306,"201-500 employees","Stratolaunch designs, manufactures, and launches aerospace vehicles and technologies to fulfill several important national needs, including the need for reliable, routine access to space and the need to significantly advance the nation’s ability to design and operate hypersonic vehicles.","Defense and Space Manufacturing","https://www.linkedin.com/company/stratolaunch","Privately Held","US","2011","Mojave, CA","555 Riccomini Ave, Mojave, CA 93501, US","2026-02-03T16:18:56.741Z",31620
"Northrop Grumman","https://www.northropgrumman.com/","Defense","Northrop Grumman","Northrop Grumman","https://www.northropgrumman.com/",81400,"10,001+ employees","We are a close-knit community of big thinkers collaborating to keep the world safe. Our passion, creativity and expertise bring next-level technology solutions to life in autonomous systems, cyber, C4ISR, strike, space, and logistics and modernization for our customers around the globe. 

On the Northrop Grumman team, you’ll join our pursuit of excellence immersed in a dynamic culture of innovation and respect. Your unique perspective will help achieve our shared vision for the future of global security. Every step of the way, you'll be supported by world-class training, employee resource groups and a comprehensive benefits package that enables greater health and happiness for you and your family.  

Worldwide and across disciplines, we’re challenging what’s possible for technology to protect people and places from undersea to outer space and into cyberspace. And we see the impact of our performance every day. We are Northrop Grumman, and we work on what matters—now, you too can make a difference.
 
Explore opportunities in engineering, IT, manufacturing, business management, cybersecurity and more at jobs.northropgrumman.com/careers. 

Northrop Grumman is an Equal Opportunity Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. For our complete EEO and pay transparency statement, please visit http://www.northropgrumman.com/EEO. U.S. Citizenship is required for all positions with a government clearance and certain other restricted positions.

Our careers site can be found at jobs.northropgrumman.com/careers. If you are contacted about a job at Northrop Grumman, please verify the email came from the domain @ngc.com before engaging with that contact. If you are contacted by a Northrop Grumman recruiter on LinkedIn, please that their profile includes the verified check mark to ensure the contact is legitimate.","Defense and Space Manufacturing","https://www.linkedin.com/company/northrop-grumman-corporation","Public Company","US",,"Falls Church, VA","2980 Fairview Park Dr, Falls Church, VA 22042, US","2026-02-03T15:59:43.828Z",1629855
"Venus Aerospace","https://www.venusaero.com/","Defense","Venus Aerospace","Venus Aerospace","http://www.venusaero.com",98,"51-200 employees","Venus Aerospace has built the first generational improvement in rocket engine technology since the Apollo missions. After the fastest and most capital-efficient rocket engine development in history, on May 14, 2025, Venus executed the first ever test flight of a high-thrust rotating detonation rocket engine (RDRE), ushering in the future of rocket propulsion.","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/venusaero","Privately Held","US","2020","Houston, TX","Houston, TX, US","2026-02-03T13:26:42.554Z",24955
"Park Aerospace","https://parkaerospace.com/","Defense","Park Aerospace Corp.","Park Aerospace Corp.","http://www.parkelectro.com",100,"51-200 employees","Advanced Composite Prepregs for Aircraft Structures and Interiors
Global manufacturing and supply chain management experience – Park’s 50+ years in Advanced Materials
Park’s advanced composite materials are available in a variety of product forms including broadgoods, unidirectional tapes, biased tapes and molding compounds
Park’s advanced composite materials can be produced with a number of reinforcements including fiberglass, carbon, quartz (including Astroquartz), Aramid, Spectra, Carbonized Rayon (including C2 and NARC) and Silica
A broad range of resin chemistries are available including epoxy, polyester and phenolic resins
Quality Management System certified to AS 9100C / ISO 9001:2008 for the Manufacture of Advanced Composite Materials, and Design and Manufacturing of Parts for Aircraft and Aerospace Industries
Composite Material Applications

Aircraft primary and secondary structures, aircraft interiors, radomes
Thermal Insulation and Ablative, including rocket nozzles for tactical and launch vehicles, heat shields
RF/Microwave, including radomes, reflectors and signature control structures (“low observables”)
Markets include structural composite materials for general aviation, aerospace, military and other Specialty Applications
Capabilities:

Equipment and Facility 
Hot Melt
Solution
Unidirectional tapes
Value added operations include slitting, sewing and kitting
A variety of testing options are available","Aviation & Aerospace","https://www.linkedin.com/company/park-aerospace-corp","Public Company","US","1954","Newton, Kansas","486 N Oliver Rd, Newton, Kansas 67114, US","2025-12-03T01:11:32.207Z",1896
"Albany Engineered Composites","https://www.albint.com/","Defense","Albany International Corp.","Albany International Corp.","https://www.albint.com",2506,"1,001-5,000 employees","Albany International is a global advanced textiles and materials processing company with two core businesses.

Machine Clothing (MC) is the world’s leading producer of custom-designed fabrics and belts essential to production in the paper, nonwovens, and other process industries. MC has a global market share of approximately 30%, compared to 15% estimated share for the next largest competitor. 

Albany Engineered Composites (AEC ) is a rapidly growing supplier of highly engineered composite parts for the aerospace Industry. AEC is the sole supplier of fan blades, fan cases and other advanced composite components for the CFM LEAP engine; current estimates for annual  LEAP production rates are approximately 1600 engines by the end of the decade, for which AEC will deliver approximately 100,000 parts per year.

Albany International is headquartered in Rochester, New Hampshire, and operates 22 plants in 10 countries, employs 4,400 people worldwide, and is listed on the New York Stock Exchange (Symbol AIN).

Additional information about the Company and its products and services can be found at www.albint.com.","Textile Manufacturing","https://www.linkedin.com/company/albany-international","Public Company","US","1895","Rochester, New Hampshire","216 Airport Dr, Rochester, New Hampshire 03867, US","2026-01-12T05:14:00.926Z",42121
"Battelle Memorial Institute","https://www.battelle.org/","Defense","Battelle","Battelle","http://www.Battelle.org",6008,"10,001+ employees","Every day, the people of Battelle apply science and technology to solving what matters most. At major technology centers and national laboratories around the world, Battelle conducts research and development, designs and manufactures products, and delivers critical services for government and commercial customers. Headquartered in Columbus, Ohio since its founding in 1929, Battelle serves the national security, health and life sciences, and energy and environmental industries. For more information, visit www.battelle.org.","Research Services","https://www.linkedin.com/company/battelle","Non Profit","US","1929","Columbus, Ohio","505 King Ave., Columbus, Ohio 43201-2696, US","2026-01-15T06:55:47.704Z",93120
"L3Harris","https://www.l3harris.com/","Defense","L3Harris Technologies","L3Harris Technologies","https://www.l3harris.com/",30360,"10,001+ employees","L3Harris Technologies is the Trusted Disruptor in the defense industry. With customers’ mission-critical needs always in mind, our employees deliver end-to-end technology solutions connecting the space, air, land, sea and cyber domains in the interest of national security. Visit L3Harris.com for more information.","Defense and Space Manufacturing","https://www.linkedin.com/company/l3harris-technologies","Public Company","US",,"Melbourne, Florida","1025 W. NASA Boulevard, Melbourne, Florida 32919, US","2026-02-03T12:41:08.139Z",863739
"C-CAT","https://www.c-cat.net/","Defense","CARBON-CARBON ADVANCED TECHNOLOGIES","CARBON-CARBON ADVANCED TECHNOLOGIES","http://c-cat.net",26,"51-200 employees","Carbon-Carbon Advanced Technologies, Inc. (C-CAT) is an acknowledged leader in engineering and manufacturing high temperature composites for aerospace, defense, and commercial use. Over the past several years, C-CAT has significantly advanced the state of the art for the manufacture of Carbon-Carbon. Carbon-Carbon is a composite material comprised of carbon fiber reinforcement in a matrix of carbon. Carbon-Carbon has gained a space-worthy reputation due to its high temperature resistance withstanding temperatures from 3,200 to 4,000 degrees Fahrenheit (1760 – 2204°C) which subsequently increases its strength. We offer a casual work environment, which is both interesting and challenging and are looking for individuals who are highly motivated, reliable, and detail-oriented.","Defense and Space Manufacturing","https://www.linkedin.com/company/carbon-carbon-advanced-technologies","Public Company","US","1988","Arlington, Texas","4704 EDEN RD, Arlington, Texas 76001, US","2026-02-02T05:13:46.979Z",435
"Draper Laboratory","https://www.draper.com/","Defense","Draper","Draper","https://www.draper.com",2749,"1,001-5,000 employees","We Engineer Solutions for the Nation’s Toughest Problems

As an independent nonprofit engineering innovation company, Draper provides engineering services directly to government, industry, and academia. We work on teams as prime contractors or subcontractors and participate as collaborators in consortia.

Our strong commitment to delivering working solutions allows us to apply ourselves to a variety of domains from space to undersea — and many areas in between.","Defense and Space Manufacturing","https://www.linkedin.com/company/draper","Non Profit","US",,"Cambridge, MA","Draper, 555 Technology Square, Cambridge, MA 02139-3563, US","2026-02-04T02:51:38.651Z",53695
"Canopy Aerospace","https://www.canopyaerospace.com/","Defense","Canopy Technologies","Canopy Technologies","https://www.canopy-ad.com/research-innovation",12,"11-50 employees","At Canopy A&D, our Research & Innovation Center of Excellence is the catalyst of our enterprise, empowering breakthroughs in thermal protection systems (TPS), signal reduction technologies, and advanced materials. 

From concept through sustainment, we move at the speed of the mission, enabling aerospace and defense platforms to perform faster, cooler, and quieter.","Defense and Space Manufacturing","https://www.linkedin.com/company/canopytechnologies","Privately Held","US",,"Denver, CO","Denver, CO, US","2025-12-12T20:57:24.637Z",4894
"Hypersonix Launch Systems","https://www.hypersonix.com/","Defense","Hypersonix Launch Systems","Hypersonix Launch Systems","http://www.hypersonix.com",55,"11-50 employees","Hypersonix Launch Systems builds and operates hydrogen-fuelled scramjet powered autonomous aircraft for a range of government, defence, aerospace, and commercial customers.

The first hypersonic flyer to launch is DART AE (Additive Engineering). DART AE is a 3.5 metre long hypersonic aircraft that is powered by a single SPARTAN scramjet engine and makes significant use of 3-D printed high temperature metal alloys. It uses hydrogen fuel and will fly at Mach 7.

The launch is part of the HyCAT program by the Defense Innovation Unit. Hypersonix was the first company to be selected for the program in March 2023, targeting a first launch for Q1 2026 in the United States. 

Hypersonix is revolutionizing hypersonic flight technology with a cloud-based software-as-a-service digital twin. By combining extensive knowledge and data from atmospheric flight tests, this virtual replica accurately predicts real-world outcomes. It allows rapid and repetitive testing of materials, designs, manufacturing techniques and enables global 3D printing of components through secure additive manufacturing. 

Hypersonix product road map also includes VISR, a high-speed suborbital Intelligence, Surveillance and Reconnaissance (ISR) and rapid airfreight flyer demonstrator as well as Delta Velos Orbiter for small satellite launch in a non-ballistic trajectory.","Aviation & Aerospace","https://www.linkedin.com/company/hypersonixlaunchsystems","Privately Held","AU",,"Carole Park, Queensland","2 Ron Boyle Crescent, Carole Park, Queensland 4300, AU","2026-02-02T19:33:18.507Z",13200
"General Atomics EMS","https://www.ga.com/","Defense","General Atomics","General Atomics","http://ga.com",10861,"10,001+ employees","The freedom to explore. The promise to deliver.
 
General Atomics, based in San Diego, CA, develops advanced technology solutions for government and commercial applications. Privately owned and vertically integrated, we have the freedom to invest in the most innovative technologies, and the resources to deliver them as products for customers around the world. Predator unmanned aerial vehicles, TRIGA research reactors, aircraft carrier launch and recovery systems, MagLev transport and fusion energy are some of our most innovative programs.","Defense and Space Manufacturing","https://www.linkedin.com/company/general-atomics","Privately Held","US",,"San Diego, CA","3550 General Atomics Ct, San Diego, CA 92121, US","2026-02-03T12:22:25.663Z",149361
"Firehawk Aerospace","https://firehawkaerospace.com/","Defense","Firehawk","Firehawk","https://www.firehawkaerospace.com",85,"51-200 employees","Firehawk Aerospace designs and manufactures modern high-performance hybrid and solid rocket engines for the defense industry.","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/firehawk-aerospace","Privately Held","US",,"Dallas, Texas","Dallas, Texas, US","2026-02-03T13:06:04.100Z",15051
"HyperSciences","https://hypersciences.com/","Defense","HyperSciences, Inc","HyperSciences, Inc","http://www.hypersciences.com",15,"2-10 employees","HyperSciences is a platform technology company that is solving some of the most challenging problems in tunneling, energy drilling, transportation, aerospace, and materials production.

By creating an extensive portfolio of patented and patent-pending hypervelocity technologies HyperSciences developed HyperCore, one of the world's fastest, simplest, and most efficient commercial launch systems. Utilizing artificial intelligence our system first robotically loads and fires objects, next our HyperCore engine continues the process to accelerates the object to velocities greater than Mach 5.

We are revolutionary changing the efficiencies and economics of drilling HyperSciences, since 2015 our company has been partnered with Shell Energy to demonstrate this disruptive technology. We use low-cost chemical energy to accelerate consumable projectiles to hypersonic velocities, allowing projectiles upon impact to break and pulverize hard rock faster, deeper, and through a wider range of conditions. 

We are using this same HyperCore technology to create the Hyper Tunneling Boring and Mining system (HTBM), replacing conventional tunneling methods which typically are slow, and significant capital expense. In most cases each consumable projectile removes over a half a ton of rock per impact. 

When applied to deep geothermal energy our drilling system allows for low-cost access to deep energy. Our ""Energy Anywhere"" geothermal system generates power by quickly and efficiently reaching untapped geothermal resources and converting it into electrical energy that will cause a significant paradigm change in renewable, clean energy. 

In 2018 HyperSciences secured our first contract with NASA by applying the key components of HyperCore's automated system in order to launch payloads to high-altitudes at extreme velocity. By lowering the cost for hypersonic vehicle development and a new type of stealth program our system is prepared to support USA government contracts in the aerospace","Oil and Gas","https://www.linkedin.com/company/hypersciences-inc","Privately Held","US","2015","Spokane, Washington","2311 E Main Ave, Suite 200, Spokane, Washington 99202, US","2026-02-03T13:26:53.841Z",1461
"Boston Materials","https://bostonmaterials.co/","Defense","Boston Materials","Boston Materials","https://bostonmaterials.co",32,"11-50 employees","Boston Materials produces a new class of materials with enhanced energy transfer properties using patented Z-axis carbon fiber technology. Key use cases include semiconductor thermal management and aircraft lightweighting. Boston Materials has over a decade of IP development and scaled manufacturing facilities located near Boston MA.

Boston Materials manufactures Liquid Metal ZRT, a Z-axis carbon fiber and liquid metal composite thermal interface material (TIM) that delivers a 5-8°C cooling improvement for kilowatt-scale, liquid-cooled semiconductor devices. This advanced TIM is particularly compelling for large, high-power devices with significant die array warpage.","Manufacturing","https://www.linkedin.com/company/bostonmaterials","Privately Held","US","2016","Billerica, Massachusetts","8 Federal Street, Suite A, Billerica, Massachusetts 01821, US","2026-02-03T13:34:58.120Z",4150
"Orbital Composites","https://www.orbitalcomposites.com/","Defense","Orbital Composites","Orbital Composites","https://www.orbitalcomposites.com/",10,"11-50 employees","AI Robotic Factories for the most advanced products. 

Contact: info@orbitalcomposites.com","Industrial Automation","https://www.linkedin.com/company/orbital-composites","Privately Held","US","2015","Campbell, California","476 Vandell Way, Campbell, California 95008, US","2026-02-05T01:32:25.737Z",3979
"Atomic-6","https://www.atomic-6.com/","Defense","ATOMIC-6","ATOMIC-6","http://www.atomic-6.com",20,"11-50 employees","Everything we touch gets lighter, stronger, and smarter.

Atomic-6 is revolutionizing mobility by rapidly designing and manufacturing the world’s finest composite solutions. Our team of materials scientists and engineers leverages a proprietary manufacturing process to build composite solutions for the most ambitious mobility companies operating in the most extreme environments.

Learn more at atomic-6.com.","Defense and Space Manufacturing","https://www.linkedin.com/company/atomic-6","Privately Held","US","2018","Atlanta, GA","Atlanta, GA 30067, US","2026-01-08T04:54:22.960Z",3563
"HAMR Industries","https://www.hamrindustries.com/","Defense","HAMR Industries LLC","HAMR Industries LLC","www.hamrindustries.com",5,"2-10 employees","HAMR Industries LLC was founded as means to transition academic, applied, and unproven early stage technology out of the lab and into the hands of our commercial partners and our nation’s warfighters.  Our focus lies in developing advanced materials and manufacturing techniques for components functioning in harsh and extreme environments.  Applications of interest include materials and components for gas turbine engines, hypersonics, directed energy weapons, advanced munitions, nuclear power, plasma facing components for fusion, 3D printed solid oxide fuel cells, downhole equipment for oil & gas, among others.  Though broad, these applications share many similar requirements:  incorporation of novel materials, employment of advanced processing and fabrication methods, and consideration of size, weight, and power plus cost (SWaP-C).  With backgrounds in material science, engineering science, physics, nanoengineering, and computational materials engineering, experience developing novel manufacturing methods, and routinely functioning in constrained design environments, our team is well poised to address these challenges.

Interested in contacting us regarding our products & services, collaborative opportunities, or career opportunities? Please feel free to visit our website to reach out or find out more.","Defense and Space Manufacturing","https://www.linkedin.com/company/hamr-industries","Privately Held","US","2016","Clinton, Pennsylvania","Clinton, Pennsylvania 15026, US","2026-01-30T06:43:31.667Z",780
"Mentis Sciences","https://www.mentissciences.com/","Defense","Mentis Sciences, Inc.","Mentis Sciences, Inc.","http://www.mentissciences.com",14,"11-50 employees","Mentis Sciences, Inc. specializes in design, development, and testing of composite materials. With extensive experience as a prime contractor to the federal government, Mentis has worked on SBIR Phase I, II, and III projects. Founded in 1996 by John F. Dignam, the company's Quality Management System complies with AS9100D and ISO9001 standards, enabling agility in a unique R&D environment. Mentis has a track record of serving customers in both private and public sectors, showcasing its expertise in the field of composite materials.","Industrial Machinery Manufacturing","https://www.linkedin.com/company/mentis-sciences-inc-",,"US",,"Manchester, NH","215 Canal St, Manchester, NH 03101, US","2026-01-30T06:27:45.886Z",38
"Polaris Sensor Technologies","https://www.polarissensor.com/","Defense","Polaris Sensor Technologies, Inc.","Polaris Sensor Technologies, Inc.","https://www.PolarisSensor.com/",31,"11-50 employees","Founded in 2003 in Huntsville, Alabama, Polaris Sensor Technologies, leads the industry in custom optical systems. Polaris develops advanced optical systems for military and commercial applications including air and missile defense, target detection, tracking, environmental monitoring, navigation, and hypersonic aero-optics. The company specializes in optical system design, development, integration, testing, and production, and our expertise spans hardware design and build, algorithm development, software development, testing and measurement.","Research Services","https://www.linkedin.com/company/polaris-sensor-technologies","Privately Held","US","2003","Huntsville, AL","701 McMillian Way, Suite D, Huntsville, AL 35806, US","2026-01-30T06:22:26.936Z",858
"II-VI Aerospace & Defense","https://www.coherent.com/","Defense","Coherent Corp.","Coherent Corp.","http://www.coherent.com",7053,"10,001+ employees","Coherent empowers market innovators to define the future through breakthrough technologies, from materials to systems. We deliver innovations that resonate with our customers in diversified applications for the industrial, communications, electronics, and instrumentation markets. Headquartered in Saxonburg, Coherent has research and development, manufacturing, sales, service, and distribution facilities worldwide. For more information, please visit us at coherent.com.","Semiconductor Manufacturing","https://www.linkedin.com/company/coherent-corp","Public Company","US",,"Saxonburg, PA","375 Saxonburg Blvd, Saxonburg, PA 16056, US","2026-01-30T05:41:04.739Z",136762
"Axiom Materials","https://axiommaterials.com/","Defense","Axiom Materials, Inc.","Axiom Materials, Inc.","http://www.axiommaterials.com",67,"51-200 employees","Axiom Materials, Inc. specializes in pre-impregnated composite material (prepreg). Our product line also includes a range of film adhesives, paste adhesives, primers, and other complimentary products.  We rely on the high level of experience in material technology, quality control, and manufacturing to offer the best possible products for our customers.","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/axiom-materials-inc.","Public Company","US",,"Santa Ana, Ca","Santa Ana, Ca 92701, US","2026-01-30T05:54:05.969Z",2483
"Spirit AeroSystems","https://www.spiritaero.com/","Defense","Spirit AeroSystems","Spirit AeroSystems","http://www.spiritaero.com",11507,"10,001+ employees","Inventing, designing and building what’s best in aerospace. Spirit AeroSystems is one of the world’s largest manufacturers of aerostructures for commercial airplanes, defense platforms, and business/regional jets. With expertise in aluminum and advanced composite manufacturing solutions, the company’s core products include fuselages, integrated wings and wing components, pylons, and nacelles. Also, Spirit serves the aftermarket for commercial and business/regional jets. Headquartered in Wichita, Kansas, Spirit has facilities in the U.S., U.K., France, Malaysia and Morocco.","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/spiritaero","Public Company","US","2005","3801 S Oliver St, Wichita, KS","Spirit AeroSystems, 3801 S Oliver St, Wichita, KS 67210, US","2026-02-03T15:56:51.081Z",163064
"Modus Advanced","https://www.modusadvanced.com/","Defense","Modus Advanced, Inc.","Modus Advanced, Inc.","https://www.modusadvanced.com/",59,"51-200 employees","Your job is to design life-changing products. Our job is to make it easy for you. Our team of engineers engages in the design process to make your designs more manufacturable, effective, and efficient to produce.

We specialize in highly complex and regulated environments, and our robust quality processes and infrastructure mean you get your part right the first time, every time.

Our Core Manufacturing Processes:
- SigShield: Turnkey RF Sub-Assemblies
- CNC Machining
- Form-in-Place (FIP) Gasket Dispensing
- Platings and Coatings
- Custom Gasket Production via various methods like Waterjet Cutting, Die Cutting, and CNC Cutting
- And more...","Manufacturing","https://www.linkedin.com/company/modus-advanced","Privately Held","US","1976","Livermore, CA","1575 Greenville Rd., Livermore, CA 94550, US","2026-01-30T06:51:14.804Z",3731
"Ultramet","https://ultramet.com/","Defense","Ultramet, Inc.","Ultramet, Inc.","http://www.ultramet.com",19,"51-200 employees","Ultramet engineers, develops, and manufactures refractory metals, platinum group metals, and ceramics for extreme environments, demanding applications and high performance that meet the needs of the aerospace, defense, biomedical, and energy industries.","Defense and Space Manufacturing","https://www.linkedin.com/company/ultramet-inc-","Privately Held","US","1970","Los Angeles, CA","12173 Montague St, Los Angeles, CA 91331, US","2026-02-03T14:23:44.518Z",351
"Hexcel Corporation","https://hexcel.com/","Defense","Hexcel Corporation","Hexcel Corporation","http://www.hexcel.com",3187,"5,001-10,000 employees","As a leading producer of carbon fiber reinforcements and resin systems, and the world leader in honeycomb manufacturing for the commercial aerospace industry, Hexcel is creating a better world for us all through lightweight solutions.","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/hexcel-corporation","Public Company","US","1948","Stamford, CT","281 Tresser Blvd., Two Stamford Plaza, Stamford, CT 06901, US","2026-01-30T06:27:13.009Z",70845
